ds,yhat,yhat_lower,yhat_upper
2025-01-01,62.232749999999996,28.456749734099677,94.47313799103564
2025-01-08,61.383983478260866,27.97794371651392,94.20803339293029
2025-01-15,60.53521695639774,26.353886522103114,92.4727172994365
2025-01-22,59.6864504344738,28.234861412373462,92.52796546120453
2025-01-29,58.837683912435764,25.112937590009555,91.43418417514067
2025-02-05,57.988917390522005,25.24467757808962,91.53142251992054
2025-02-12,57.140150868615635,23.69223309008735,90.22361874504404
2025-02-19,56.29138434679308,24.70354499584783,89.63835621971351
2025-02-26,55.44261782497274,23.28176101836357,86.34070761002661
2025-03-05,54.59385130301463,18.732739798694755,84.4728062315936
2025-03-12,53.74508478096126,22.4920485433676,86.5032873132288
2025-03-19,52.89631825889417,18.842501526284476,84.2078958259824
2025-03-26,52.04755173684526,16.093199957049556,85.43408941424397
2025-04-02,51.198785214809,16.062042824758972,82.76021412635515
2025-04-09,50.35001869263165,20.342207410913883,84.02849953564674
2025-04-16,49.5012521702923,15.392810030124366,79.38011967387138
2025-04-23,48.652485647906516,15.834685096534729,80.23508594926913
2025-04-30,47.8037191253722,17.120310363721252,81.97212904291894
2025-05-07,46.95495260278141,14.68413566098501,79.3773990737861
2025-05-14,46.10618608009066,12.9914510589152,79.41501224469218
2025-05-21,45.2574195573999,13.27222724360466,77.5717130383586
2025-05-28,44.40865303470915,10.617184722147837,76.92705375102399
2025-06-04,43.55988651201839,10.947931153107662,76.5639885164435
2025-06-11,42.71111998932763,7.642666366405094,72.91730798830235
2025-06-15,42.22611054779006,11.449382916616342,75.3599348401047
2025-06-22,41.3773440250993,8.867516968293565,76.93721829742293
2025-06-29,40.528577502408545,6.763060748064695,74.45630124156858
2025-07-06,39.679810979717786,5.443935268923091,73.4503348127777
