ds,yhat,yhat_lower,yhat_upper
2025-01-01,48.450142,12.92531276502666,81.15415372306272
2025-01-08,48.54655156521739,13.66889684455664,82.79016274632265
2025-01-15,48.64296113068902,13.519203155407919,85.20135964911088
2025-01-22,48.739370696022185,11.057815698445513,82.29560341962355
2025-01-29,48.83578026097624,14.285661542498088,84.3192764259554
2025-02-05,48.93218982618415,13.307203129143279,85.05927528742689
2025-02-12,49.028599391086665,14.598805646286081,84.1102975413586
2025-02-19,49.125008955981336,10.916006256918525,82.4485931736018
2025-02-26,49.22141852125432,14.03920619538928,83.7513388999152
2025-03-05,49.317828086775755,16.35502143877209,83.0201776274208
2025-03-12,49.41423765243538,15.093531219829632,84.16075771429195
2025-03-19,49.51064721833381,13.430423032917561,88.18074193570847
2025-03-26,49.60705678420912,12.766696909695025,84.04040521016806
2025-04-02,49.70346635027457,14.8418811270089,84.22634403723285
2025-04-09,49.79987591653519,16.028961290717305,81.23715441797758
2025-04-16,49.89628548299541,15.97297816368994,85.60278141924837
2025-04-23,49.992695049443675,13.642528000026376,83.58824586069984
2025-04-30,50.08910461564849,17.122557884553974,83.69216757492696
2025-05-07,50.18551418155193,15.983729404599893,88.34830659007851
2025-05-14,50.28192374748082,17.333719093361314,86.11780287578087
2025-05-21,50.37833331340971,16.90315143391668,85.48280975629014
2025-05-28,50.4747428793386,16.335169924090422,85.9294551250962
2025-06-04,50.5711524452675,15.251825869759468,84.91665578704149
2025-06-11,50.667562011196395,15.36572691841827,83.57123050411842
2025-06-15,50.72265319172719,18.46597286466032,86.74734121718188
2025-06-22,50.81906275765609,13.771091406550621,85.80569008534464
2025-06-29,50.91547232358498,14.437844612556722,85.0199038429259
2025-07-06,51.01188188951387,12.162937378600924,85.02273108551886
