ds,yhat,yhat_lower,yhat_upper
2025-01-01,47.827488,18.53285189081031,77.5400490551779
2025-01-08,48.48703721739131,19.799052531666835,81.33937022274017
2025-01-15,49.146586434631004,21.05502810311263,78.50793834552678
2025-01-22,49.806135651925175,20.413286335525953,78.14694939679691
2025-01-29,50.46568486941779,17.640898404836577,80.57840022097785
2025-02-05,51.12523408686653,19.952469943290957,81.28987364417237
2025-02-12,51.78478330432236,24.278827276901907,85.24561340465604
2025-02-19,52.44433252163111,23.27432229298027,83.51854762655539
2025-02-26,53.10388173911987,22.810720178567117,83.08797328939119
2025-03-05,53.76343095677162,24.815978380023846,85.96262287964831
2025-03-12,54.422980174422484,24.931893240381637,83.82859405782119
2025-03-19,55.08252939215162,25.782552315880416,84.45093148493746
2025-03-26,55.74207861022656,24.91861731719891,85.38761403971681
2025-04-02,56.401627828318425,27.19939751419147,84.99320836162967
2025-04-09,57.06117704653006,27.63289891256247,85.95667504633718
2025-04-16,57.72072626483904,27.26002851346977,86.4873993575676
2025-04-23,58.38027548296479,27.952483612182917,87.62053652369491
2025-04-30,59.03982470092153,28.809034305555766,88.21351462085522
2025-05-07,59.69937391902435,31.135080978764194,90.16400860432988
2025-05-14,60.358923137263986,30.040070789920073,92.05413397001948
2025-05-21,61.01847235550362,31.53612083881295,89.86566180414572
2025-05-28,61.678021573743244,34.30016441433992,90.97000707885863
2025-06-04,62.337570791982884,34.587072866199826,94.70071831020219
2025-06-11,62.99712001022252,35.29642386520532,95.15938364811915
2025-06-15,63.374005277788015,34.054473670451856,92.13476448850997
2025-06-22,64.03355449602765,33.73428809175008,92.86450320628984
2025-06-29,64.69310371426728,37.17555134536422,96.49325268320477
2025-07-06,65.35265293250691,37.75776896484664,96.94312338203649
