ds,yhat,yhat_lower,yhat_upper
2025-01-01,54.51152,21.77860209769597,87.95595426205247
2025-01-08,54.94192321739129,22.606909716285724,89.15169884162876
2025-01-15,55.372326434881444,21.47159577265002,86.02117040030109
2025-01-22,55.80272965249893,21.138143864029388,87.60657064197494
2025-01-29,56.233132870098416,21.83705538230934,88.81879128632721
2025-02-05,56.66353608740375,22.107013928618105,88.75744902198275
2025-02-12,57.09393930438694,23.268240746784272,90.8573607507153
2025-02-19,57.52434252210448,25.69396464894446,90.32367759356802
2025-02-26,57.95474573901916,24.909057051380483,90.27411148149699
2025-03-05,58.385148956131914,25.533061148078577,90.01048529552618
2025-03-12,58.81555217292362,24.376666169072976,89.22472594348115
2025-03-19,59.245955389884315,26.564735932873667,90.31059722070111
2025-03-26,59.676358606543396,26.353611041973785,91.60360390992341
2025-04-02,60.10676182372834,25.423122270832714,94.78423279278762
2025-04-09,60.53716504063797,28.152725331343138,93.89767264364633
2025-04-16,60.96756825695653,29.1620251847888,92.56436744093797
2025-04-23,61.39797147406365,26.307253062328712,93.11112876661228
2025-04-30,61.828374690867115,25.598608039321327,93.29913481947409
2025-05-07,62.25877790721082,27.259345946055134,95.0493348286341
2025-05-14,62.68918112332987,27.820119050343568,96.52470484850049
2025-05-21,63.1195843394489,27.92797422434072,96.06165463708687
2025-05-28,63.54998755556793,32.543347549819096,96.56173672258002
2025-06-04,63.98039077168698,30.534625525021312,96.0930388447983
2025-06-11,64.410793987806,30.308234436192816,100.21250723637144
2025-06-15,64.65673868273117,30.637635602859312,99.8237106462762
2025-06-22,65.08714189885022,28.65469636467353,98.61674520585527
2025-06-29,65.51754511496925,32.95460315548061,99.54559887838059
2025-07-06,65.94794833108828,32.629515597034306,100.36923890695567
