ds,yhat,yhat_lower,yhat_upper
2025-01-01,32.963423999999996,-2.2318733351819064,70.28951542791472
2025-01-08,33.99906782608695,-3.1856112078424657,70.65187377917744
2025-01-15,35.03471165234083,-3.2906684451761294,71.93958389016824
2025-01-22,36.07035547840312,-1.9045205979055626,70.54402804148084
2025-01-29,37.105999304625826,-0.8552915867540343,75.06091348182717
2025-02-05,38.141643130970415,2.189716504775753,75.73443006693412
2025-02-12,39.177286957179795,2.891278588840535,75.36992501704566
2025-02-19,40.212930783362864,5.4951053076961225,75.64796219326364
2025-02-26,41.24857460960953,1.2679165872704328,76.08064330852822
2025-03-05,42.28421843579828,2.1365002332259047,78.0340259114027
2025-03-12,43.319862261970165,7.343260753719027,81.05758631080661
2025-03-19,44.355506087928006,7.804333340915253,82.1032096495032
2025-03-26,45.39114991378633,6.82133815268398,83.98743056737915
2025-04-02,46.426793739563884,7.44174739227197,82.27385618489102
2025-04-09,47.46243756460721,7.749330237342045,82.1884302440052
2025-04-16,48.498081389733365,11.425919833630696,82.92900366435116
2025-04-23,49.533725214945065,11.253229847589218,85.10712238475199
2025-04-30,50.56936904018488,12.03101562578141,85.6673881214282
2025-05-07,51.60501286535216,15.017803729241617,92.156736591614
2025-05-14,52.640656690422084,14.485577823163638,90.7098084249804
2025-05-21,53.67630051549201,15.500786823899125,92.14421830159397
2025-05-28,54.711944340561935,15.891360012049326,90.11980002791523
2025-06-04,55.74758816563186,19.933649221417298,93.81733429196807
2025-06-11,56.783231990701786,19.67359917750878,94.17612395971643
2025-06-15,57.37502846217032,19.203046160134814,96.61449701226297
2025-06-22,58.410672287240246,17.93660149229628,93.64898091039804
2025-06-29,59.44631611231017,22.517870357046007,96.60234528933758
2025-07-06,60.4819599373801,24.529733175524633,98.9489992384716
