ds,yhat,yhat_lower,yhat_upper
2025-01-01,53.54661900000001,17.97303776558491,84.15459991872473
2025-01-08,53.288461091304356,20.601146995205536,90.37205759818897
2025-01-15,53.03030318329954,21.917102447263854,88.98350788141533
2025-01-22,52.772145275563844,20.165484170812064,87.88919877709317
2025-01-29,52.51398736791224,18.611449750238318,86.16969641421004
2025-02-05,52.255829460748636,18.557052439979103,85.2707713550578
2025-02-12,51.99767155304551,19.805338537764175,85.29851621542369
2025-02-19,51.739513644736284,19.135240753626473,83.51835077555788
2025-02-26,51.4813557362033,17.924816998802594,86.76433400160917
2025-03-05,51.22319782835871,19.721624821113075,82.68374011186002
2025-03-12,50.96503992061858,18.233681598058865,80.65661685632196
2025-03-19,50.706882012416436,16.011497858388836,81.33245592136842
2025-03-26,50.448724103795726,17.189727641330293,84.93774672141286
2025-04-02,50.19056619446983,13.746935597391214,82.3478799888528
2025-04-09,49.93240828527584,17.722493568505662,82.38725985799769
2025-04-16,49.674250376655436,15.890504342323542,85.14256521830609
2025-04-23,49.416092467863784,16.744777153468643,84.09077846117765
2025-04-30,49.15793455825457,16.382641174028564,82.40216899338236
2025-05-07,48.89977664834673,14.182399705887489,81.18991728153573
2025-05-14,48.64161873853088,13.293972275777199,82.85889139376005
2025-05-21,48.38346082871503,15.828827357164903,84.31974932550621
2025-05-28,48.12530291889917,12.712373482533412,80.50742822478936
2025-06-04,47.86714500908333,15.046332427726663,82.69888959591263
2025-06-11,47.60898709926747,15.889230726794736,82.20408021782704
2025-06-15,47.46146829365842,11.978304373937796,83.63230550085846
2025-06-22,47.20331038384256,16.72285742540571,82.87780786777982
2025-06-29,46.94515247402671,15.140661425115988,78.2818078653414
2025-07-06,46.68699456421086,13.094894938857339,78.73021060170497
