ds,yhat,yhat_lower,yhat_upper
2025-01-01,39.132031,5.172231747810699,75.80753298039335
2025-01-08,39.73669947826087,4.26846006772613,75.54720839244153
2025-01-15,40.34136795693815,1.9945270044660384,76.31082992883492
2025-01-22,40.946036435082235,4.050247267565115,76.6661200413944
2025-01-29,41.55070491209422,5.1931365255564215,77.09473414057469
2025-02-05,42.155373388317756,6.313419821323965,77.64062321033067
2025-02-12,42.76004186377865,5.802487222579778,77.53808896200913
2025-02-19,43.364710339438346,8.67957267065411,79.22732566069824
2025-02-26,43.96937881575762,10.56708999096521,81.69976438801928
2025-03-05,44.57404729173954,8.028515696225025,79.40009017055831
2025-03-12,45.178715766959094,8.314620833503064,79.23748203480297
2025-03-19,45.78338424269843,12.401447132460127,83.82087599370335
2025-03-26,46.388052717713656,10.039215465620945,83.26742011511044
2025-04-02,46.99272119135874,12.765085221988427,84.15674341156677
2025-04-09,47.5973896652359,10.450684529747171,83.49291469879658
2025-04-16,48.20205813920297,13.971581012369978,81.16144813970314
2025-04-23,48.806726612804205,14.837275557786734,82.43915434820343
2025-04-30,49.41139508595283,14.036087824573913,84.60846446773542
2025-05-07,50.016063558327936,12.574006347054757,86.15847940385324
2025-05-14,50.62073203047111,11.67870051760453,85.87216206015373
2025-05-21,51.225400502614285,17.51347270115067,85.23589307434148
2025-05-28,51.830068974757474,14.341686224327981,89.99935505984571
2025-06-04,52.43473744690065,17.740708805054247,86.86053247410277
2025-06-11,53.03940591904384,16.567934093457215,86.66104000415504
2025-06-15,53.38493076026851,18.262799688721003,88.9977477066153
2025-06-22,53.98959923241169,17.917271029049424,88.46939596099607
2025-06-29,54.594267704554866,15.344413304001074,89.4215503069543
2025-07-06,55.198936176698055,23.189657637628287,91.80828402492702
