ds,yhat,yhat_lower,yhat_upper
2025-01-01,55.09772399999999,24.86953983209843,85.8691969261465
2025-01-08,55.695486347826076,24.29570143382429,86.97555539838248
2025-01-15,56.29324869629457,25.93566630550342,87.31933043471761
2025-01-22,56.89101104536995,26.03899074384063,86.0266645269531
2025-01-29,57.4887733965952,25.985521945826296,88.14269336730112
2025-02-05,58.08653574944525,25.47835654016908,87.27543389423278
2025-02-12,58.68429809959241,27.881172523643798,89.36827588665854
2025-02-19,59.28206045248161,30.514084706704868,87.82052322307587
2025-02-26,59.87982280562551,29.629645047893096,89.44807558001055
2025-03-05,60.4775851609294,30.076901481404793,90.93137851424461
2025-03-12,61.07534751473322,31.77936428413994,91.97340360906541
2025-03-19,61.67310986668025,30.71563976894316,92.20712541660185
2025-03-26,62.27087222015211,30.818186954717294,92.16923701143985
2025-04-02,62.86863457386639,30.35651249951485,92.3867695321029
2025-04-09,63.46639693017733,32.55509812247382,92.01691645699717
2025-04-16,64.06415928819008,34.45919385499556,96.46906087339002
2025-04-23,64.6619216465202,33.617529665445765,93.59922697407225
2025-04-30,65.25968400709787,33.741501257313516,95.25740482782798
2025-05-07,65.8574463708802,34.34396676763541,95.39426604369903
2025-05-14,66.45520873584906,36.46782049889423,97.4051680491681
2025-05-21,67.05297110081791,37.0425482345227,98.42301059998512
2025-05-28,67.65073346578679,36.56070998407466,98.66725560249925
2025-06-04,68.24849583075566,35.54479832342432,97.93374920230085
2025-06-11,68.84625819572452,38.13616861874999,103.70514993474966
2025-06-15,69.18783668999244,38.017123077320875,98.96612438084318
2025-06-22,69.7855990549613,37.70191484181775,100.3568323869817
2025-06-29,70.38336141993015,38.32177815200447,101.15734789165218
2025-07-06,70.98112378489903,39.441916688248895,98.52349268071772
