ds,yhat,yhat_lower,yhat_upper
2025-01-01,49.959126,14.806985706600791,84.92171748809626
2025-01-08,49.19987739130434,12.176191368363728,84.67810662056212
2025-01-15,48.4406287823934,11.028580126996168,84.1147507981792
2025-01-22,47.681380173145854,12.113682570949068,85.91793288876724
2025-01-29,46.92213156412646,7.519497637170463,85.33136347730209
2025-02-05,46.162882955069,8.556102252954014,80.20635371864086
2025-02-12,45.40363434571614,6.5347910221817065,81.3638511754505
2025-02-19,44.64438573662936,8.723210110242613,82.71330487632792
2025-02-26,43.88513712785083,7.115363325760094,81.03056756932969
2025-03-05,43.12588851923332,4.421424147043514,81.4408331316894
2025-03-12,42.36663991034302,5.926013773212642,79.20815230102431
2025-03-19,41.607391301669566,4.904167184075644,80.19573378060704
2025-03-26,40.8481426931095,1.706128099208462,75.45203387549661
2025-04-02,40.08889408413684,3.0167674684528696,78.44011344717069
2025-04-09,39.32964547548771,2.867870086032276,78.32256936690989
2025-04-16,38.57039686684196,1.9981752593557354,73.81267582340274
2025-04-23,37.811148258294665,2.9348516387572197,75.10603518774127
2025-04-30,37.05189964941816,0.2986951207601869,73.76724988202758
2025-05-07,36.29265104022913,-0.12161740351004947,71.63625596867517
2025-05-14,35.53340243072747,-1.0548159006143412,72.11170167223698
2025-05-21,34.774153821225816,-3.038960983709107,71.18430374787192
2025-05-28,34.01490521172416,-0.6628436902543969,69.71596840491391
2025-06-04,33.2556566022225,-6.316537612498527,73.16717309178519
2025-06-11,32.496407992720854,-6.451934567256968,68.7580874176154
2025-06-15,32.06255164443419,-6.3631473193010075,72.22332235706659
2025-06-22,31.303303034932533,-8.401171399198034,66.88446349033924
2025-06-29,30.544054425430872,-4.090546903697576,68.67995431189206
2025-07-06,29.78480581592922,-8.236286996917595,66.82742699094273
